Dataset,K,Algorithm,Seed,Fitness,Distance,Infeasibility,Evaluations,Time
data/bupa_set,30,GreedySearch,1006,0.227493,0.227321,2,1,0.0304301
data/bupa_set,30,GreedySearch,1007,0.230992,0.230734,3,1,0.050242
data/bupa_set,30,GreedySearch,1008,0.226801,0.226456,4,1,0.030539
data/bupa_set,30,GreedySearch,1009,0.229114,0.228769,4,1,0.0354424
data/bupa_set,30,LocalSearch,1000,0.129858,0.101756,326,97817,28.7048
data/bupa_set,30,LocalSearch,1001,0.128475,0.0988214,344,100000,29.2777
data/bupa_set,30,LocalSearch,1002,0.128311,0.0974505,358,100000,29.2957
data/bupa_set,30,LocalSearch,1003,0.127181,0.0970969,349,100000,29.3036
data/bupa_set,30,LocalSearch,1004,0.127879,0.098484,341,100000,29.3245
data/bupa_set,30,LocalSearch,1005,0.128422,0.0992858,338,100000,29.309
data/bupa_set,30,LocalSearch,1006,0.128485,0.0975384,359,100000,29.3176
data/bupa_set,30,LocalSearch,1007,0.128033,0.0975174,354,100000,29.3613
data/bupa_set,30,LocalSearch,1008,0.127975,0.0984935,342,100000,29.2623
data/bupa_set,30,LocalSearch,1009,0.128606,0.0979177,356,100000,29.3754
data/glass_set,15,RandomSearch,1000,0.518242,0.40702,168,100000,6.29853
data/glass_set,15,RandomSearch,1001,0.520807,0.406275,173,100000,6.31065
data/glass_set,15,RandomSearch,1002,0.519207,0.404013,174,100000,6.31726
data/glass_set,15,RandomSearch,1003,0.517751,0.391302,191,100000,6.31924
data/glass_set,15,RandomSearch,1004,0.511678,0.39847,171,100000,6.31709
data/glass_set,15,RandomSearch,1005,0.517336,0.397507,181,100000,6.31447
data/glass_set,15,RandomSearch,1006,0.516868,0.395715,183,100000,6.31812
data/glass_set,15,RandomSearch,1007,0.517785,0.407887,166,100000,6.33203
data/glass_set,15,RandomSearch,1008,0.519219,0.407997,168,100000,6.332
data/glass_set,15,RandomSearch,1009,0.510852,0.404926,160,100000,6.33447
data/glass_set,15,GreedySearch,1000,0.34951,0.34951,0,1,0.0108475
data/glass_set,15,GreedySearch,1001,0.332864,0.332864,0,1,0.0146208
data/glass_set,15,GreedySearch,1002,0.37981,0.37981,0,1,0.00604071
data/glass_set,15,GreedySearch,1003,0.346399,0.346399,0,1,0.0120439
data/glass_set,15,GreedySearch,1004,0.341646,0.341646,0,1,0.00958582
data/glass_set,15,GreedySearch,1005,0.340823,0.340823,0,1,0.00723108
data/glass_set,15,GreedySearch,1006,0.335739,0.335739,0,1,0.0109155
data/glass_set,15,GreedySearch,1007,0.325876,0.325876,0,1,0.0119857
data/glass_set,15,GreedySearch,1008,0.35686,0.35686,0,1,0.008448
data/glass_set,15,GreedySearch,1009,0.333739,0.333739,0,1,0.00966041
data/glass_set,15,LocalSearch,1000,0.224194,0.199037,38,28706,1.62779
data/glass_set,15,LocalSearch,1001,0.220669,0.192864,42,67859,3.86799
data/glass_set,15,LocalSearch,1002,0.230238,0.197137,50,22408,1.27712
data/glass_set,15,LocalSearch,1003,0.219299,0.190832,43,35611,2.08796
data/glass_set,15,LocalSearch,1004,0.222548,0.184811,57,29525,1.68417
data/glass_set,15,LocalSearch,1005,0.234686,0.205556,44,25917,1.47236
data/glass_set,15,LocalSearch,1006,0.218693,0.184929,51,41282,2.33728
data/glass_set,15,LocalSearch,1007,0.218823,0.183073,54,29427,1.67611
data/glass_set,15,LocalSearch,1008,0.218939,0.185175,51,38435,2.17875
data/glass_set,15,LocalSearch,1009,0.218695,0.190889,42,44800,2.53631
data/glass_set,30,RandomSearch,1000,0.418783,0.354698,200,100000,11.2143
data/glass_set,30,RandomSearch,1001,0.42176,0.339732,256,100000,11.2015
data/glass_set,30,RandomSearch,1002,0.423649,0.355399,213,100000,11.1966
data/glass_set,30,RandomSearch,1003,0.426129,0.353072,228,100000,11.1904
data/glass_set,30,RandomSearch,1004,0.427354,0.356861,220,100000,11.1876
data/glass_set,30,RandomSearch,1005,0.423974,0.353481,220,100000,11.1904
data/glass_set,30,RandomSearch,1006,0.422194,0.356828,204,100000,11.1917
data/glass_set,30,RandomSearch,1007,0.425176,0.356285,215,100000,11.1893
data/glass_set,30,RandomSearch,1008,0.423192,0.346931,238,100000,11.2148
data/glass_set,30,RandomSearch,1009,0.420685,0.358844,193,100000,11.2142
data/glass_set,30,GreedySearch,1000,33333.6,33333.6,0,1,0.0215403
data/glass_set,30,GreedySearch,1001,66666.9,66666.9,0,1,0.0156227
data/glass_set,30,GreedySearch,1002,66666.9,66666.9,0,1,0.0137161
data/glass_set,30,GreedySearch,1003,100000,100000,0,1,0.0194946
data/glass_set,30,GreedySearch,1004,100000,100000,0,1,0.0178013
data/glass_set,30,GreedySearch,1005,100000,100000,0,1,0.0136365
data/glass_set,30,GreedySearch,1006,66666.9,66666.9,0,1,0.0196793
data/glass_set,30,GreedySearch,1007,33333.6,33333.6,0,1,0.0253085
data/glass_set,30,GreedySearch,1008,100000,100000,0,1,0.0139045
data/glass_set,30,GreedySearch,1009,66666.9,66666.9,0,1,0.0197333
data/glass_set,30,LocalSearch,1000,0.156343,0.122378,106,81183,8.66894
data/glass_set,30,LocalSearch,1001,0.160951,0.124423,114,57159,6.10414
data/glass_set,30,LocalSearch,1002,0.158055,0.125692,101,58108,6.18801
data/glass_set,30,LocalSearch,1003,0.155164,0.120879,107,100000,10.6779
data/glass_set,30,LocalSearch,1004,0.162065,0.128421,105,100000,10.6411
data/glass_set,30,LocalSearch,1005,0.162597,0.130555,100,52665,5.62466
data/glass_set,30,LocalSearch,1006,0.157358,0.124355,103,98828,10.5805
data/glass_set,30,LocalSearch,1007,0.15787,0.128711,91,79055,8.42377
data/glass_set,30,LocalSearch,1008,0.162849,0.128244,108,70430,7.46191
data/glass_set,30,LocalSearch,1009,0.160379,0.128016,101,67753,7.17805
data/zoo_set,15,RandomSearch,1000,1.46112,1.27254,34,100000,1.29252
data/zoo_set,15,RandomSearch,1001,1.48209,1.25469,41,100000,1.29997
data/zoo_set,15,RandomSearch,1002,1.4501,1.17833,49,100000,1.2938
data/zoo_set,15,RandomSearch,1003,1.47733,1.32203,28,100000,1.30317
data/zoo_set,15,RandomSearch,1004,1.47495,1.2642,38,100000,1.29787
data/zoo_set,15,RandomSearch,1005,1.45642,1.25675,36,100000,1.29781
data/zoo_set,15,RandomSearch,1006,1.48686,1.23728,45,100000,1.29326
data/zoo_set,15,RandomSearch,1007,1.46989,1.32568,26,100000,1.29243
data/zoo_set,15,RandomSearch,1008,1.47709,1.26078,39,100000,1.29798
data/zoo_set,15,RandomSearch,1009,1.48808,1.29951,34,100000,1.29813
data/zoo_set,15,GreedySearch,1000,0.933486,0.933486,0,1,0.00162224
data/zoo_set,15,GreedySearch,1001,0.853112,0.853112,0,1,0.00136672
data/zoo_set,15,GreedySearch,1002,0.916766,0.916766,0,1,0.00190368
data/zoo_set,15,GreedySearch,1003,0.905632,0.905632,0,1,0.001603
data/zoo_set,15,GreedySearch,1004,0.954394,0.954394,0,1,0.00160863
data/zoo_set,15,GreedySearch,1005,1.02108,1.02108,0,1,0.00136452
data/zoo_set,15,GreedySearch,1006,66667.4,66667.4,0,1,0.00160959
data/zoo_set,15,GreedySearch,1007,0.94651,0.94651,0,1,0.00188407
data/zoo_set,15,GreedySearch,1008,66667.5,66667.5,0,1,0.00160811
data/zoo_set,15,GreedySearch,1009,0.938745,0.938745,0,1,0.00187084
data/zoo_set,15,LocalSearch,1000,0.60584,0.600294,1,11473,0.0966997
data/zoo_set,15,LocalSearch,1001,0.525372,0.508733,3,11793,0.101379
data/zoo_set,15,LocalSearch,1002,0.517034,0.494849,4,18950,0.159195
data/zoo_set,15,LocalSearch,1003,0.451653,0.335181,21,20256,0.173364
data/zoo_set,15,LocalSearch,1004,0.544262,0.538716,1,12493,0.105455
data/zoo_set,15,LocalSearch,1005,0.523924,0.462915,11,19672,0.165751
data/zoo_set,15,LocalSearch,1006,0.524,0.485176,7,12055,0.103314
data/zoo_set,15,LocalSearch,1007,0.562223,0.534492,5,14176,0.119878
data/zoo_set,15,LocalSearch,1008,0.559055,0.53687,4,7179,0.0623099
data/zoo_set,15,LocalSearch,1009,0.511169,0.477891,6,11472,0.0980225
data/zoo_set,30,RandomSearch,1000,1.02597,0.889377,53,100000,2.0005
data/zoo_set,30,RandomSearch,1001,1.0435,0.896598,57,100000,2.00013
data/zoo_set,30,RandomSearch,1002,1.00054,0.90003,39,100000,2.00114
data/zoo_set,30,RandomSearch,1003,1.03356,0.92017,44,100000,1.99602
data/zoo_set,30,RandomSearch,1004,1.0447,0.939038,41,100000,1.991
data/zoo_set,30,RandomSearch,1005,1.02094,0.897237,48,100000,1.99061
data/zoo_set,30,RandomSearch,1006,0.997071,0.850174,57,100000,1.9864
data/zoo_set,30,RandomSearch,1007,1.02751,0.883193,56,100000,1.98704
data/zoo_set,30,RandomSearch,1008,1.03351,0.922693,43,100000,1.99104
data/zoo_set,30,RandomSearch,1009,1.0536,0.927321,49,100000,1.98651
data/zoo_set,30,GreedySearch,1000,133334,133334,0,1,0.002508
data/zoo_set,30,GreedySearch,1001,100000,100000,0,1,0.00252301
data/zoo_set,30,GreedySearch,1002,166667,166667,0,1,0.00198923
data/zoo_set,30,GreedySearch,1003,166667,166667,0,1,0.00250032
data/zoo_set,30,GreedySearch,1004,166667,166667,0,1,0.00302783
data/zoo_set,30,GreedySearch,1005,133334,133334,0,1,0.00314061
data/zoo_set,30,GreedySearch,1006,200000,200000,0,1,0.00356724
data/zoo_set,30,GreedySearch,1007,100000,100000,0,1,0.00248998
data/zoo_set,30,GreedySearch,1008,133334,133334,0,1,0.00402985
data/zoo_set,30,GreedySearch,1009,100000,100000,0,1,0.00351705
data/zoo_set,30,LocalSearch,1000,0.311611,0.270377,16,20371,0.207848
data/zoo_set,30,LocalSearch,1001,0.272572,0.228761,17,27398,0.271956
data/zoo_set,30,LocalSearch,1002,0.300338,0.225601,29,16663,0.173714
data/zoo_set,30,LocalSearch,1003,0.290165,0.236045,21,22815,0.230714
data/zoo_set,30,LocalSearch,1004,0.267778,0.221389,18,21581,0.217542
data/zoo_set,30,LocalSearch,1005,0.308644,0.277718,12,22628,0.227833
data/zoo_set,30,LocalSearch,1006,0.294079,0.242536,20,21957,0.224287
data/zoo_set,30,LocalSearch,1007,0.276593,0.232782,17,25336,0.254431
data/zoo_set,30,LocalSearch,1008,0.291749,0.250515,16,25340,0.252293
data/zoo_set,30,LocalSearch,1009,0.279891,0.256697,9,29165,0.293447
