Dataset,K,Algorithm,Seed,Fitness,Distance,Infeasibility,Evaluations,Time
data/bupa_set,15,AGG-Uniform,1007,0.229605,0.214656,85,100000,16.3398
data/bupa_set,15,AGG-Uniform,1008,0.233102,0.220087,74,100000,16.112
data/bupa_set,15,AGG-Uniform,1009,0.232579,0.219037,77,100000,16.07
data/bupa_set,15,AGG-Segment,1000,0.225101,0.214549,60,100000,16.2258
data/bupa_set,15,AGG-Segment,1001,0.229956,0.218173,67,100000,16.2297
data/bupa_set,15,AGG-Segment,1002,0.230101,0.216031,80,100000,16.2375
data/bupa_set,15,AGG-Segment,1003,0.2331,0.221141,68,100000,16.1731
data/bupa_set,15,AGG-Segment,1004,0.235224,0.222737,71,100000,16.1923
data/bupa_set,15,AGG-Segment,1005,0.235987,0.223324,72,100000,16.1952
data/bupa_set,15,AGG-Segment,1006,0.232413,0.219047,76,100000,16.2549
data/bupa_set,15,AGG-Segment,1007,0.236287,0.222217,80,100000,16.209
data/bupa_set,15,AGG-Segment,1008,0.2336,0.221993,66,100000,16.2069
data/bupa_set,15,AGG-Segment,1009,0.235918,0.220617,87,100000,16.2362
data/bupa_set,15,AGE-Uniform,1000,0.231839,0.218824,74,100000,16.0525
data/bupa_set,15,AGE-Uniform,1001,0.226063,0.217621,48,100000,16.1625
data/bupa_set,15,AGE-Uniform,1002,0.230818,0.217628,75,100000,16.1054
data/bupa_set,15,AGE-Uniform,1003,0.236471,0.226798,55,100000,16.2509
data/bupa_set,15,AGE-Uniform,1004,0.231099,0.221074,57,100000,16.1487
data/bupa_set,15,AGE-Uniform,1005,0.235131,0.225634,54,100000,16.1081
data/bupa_set,15,AGE-Uniform,1006,0.234269,0.221606,72,100000,16.1593
data/bupa_set,15,AGE-Uniform,1007,0.233625,0.223424,58,100000,16.1421
data/bupa_set,15,AGE-Uniform,1008,0.229184,0.217752,65,100000,16.1023
data/bupa_set,15,AGE-Uniform,1009,0.236049,0.224266,67,100000,16.0912
data/bupa_set,15,AGE-Segment,1000,0.241015,0.230111,62,100000,16.2662
data/bupa_set,15,AGE-Segment,1001,0.232007,0.221279,61,100000,16.2343
data/bupa_set,15,AGE-Segment,1002,0.227681,0.215194,71,100000,16.2685
data/bupa_set,15,AGE-Segment,1003,0.233326,0.222422,62,100000,16.4727
data/bupa_set,15,AGE-Segment,1004,0.233547,0.221236,70,100000,16.3823
data/bupa_set,15,AGE-Segment,1005,0.232357,0.221629,61,100000,16.2712
data/bupa_set,15,AGE-Segment,1006,0.236143,0.221195,85,100000,16.2707
data/bupa_set,15,AGE-Segment,1007,0.231905,0.222056,56,100000,16.2679
data/bupa_set,15,AGE-Segment,1008,0.229402,0.219729,55,100000,16.1999
data/bupa_set,15,AGE-Segment,1009,0.234057,0.221043,74,100000,16.2769
data/bupa_set,15,AM-All,1000,0.210715,0.18029,173,100000,15.8922
data/bupa_set,15,AM-All,1001,0.208211,0.179192,165,100000,15.9514
data/bupa_set,15,AM-All,1002,0.20398,0.177072,153,100000,15.8568
data/bupa_set,15,AM-All,1003,0.205507,0.175082,173,100000,15.8534
data/bupa_set,15,AM-All,1004,0.205926,0.179018,153,100000,15.8282
data/bupa_set,15,AM-All,1005,0.204964,0.178232,152,100000,15.8943
data/bupa_set,15,AM-All,1006,0.206142,0.174661,179,100000,15.9493
data/bupa_set,15,AM-All,1007,0.203394,0.17121,183,100000,15.8954
data/bupa_set,15,AM-All,1008,0.212224,0.179864,184,100000,15.9111
data/bupa_set,15,AM-All,1009,0.20158,0.170627,176,100000,15.8908
data/bupa_set,15,AM-Rand,1000,0.192539,0.160882,180,100000,15.9874
data/bupa_set,15,AM-Rand,1001,0.201528,0.173389,160,100000,15.9649
data/bupa_set,15,AM-Rand,1002,0.190942,0.162978,159,100000,15.9287
data/bupa_set,15,AM-Rand,1003,0.190914,0.164885,148,100000,15.9382
data/bupa_set,15,AM-Rand,1004,0.189596,0.162512,154,100000,15.9991
data/bupa_set,15,AM-Rand,1005,0.191365,0.162874,162,100000,15.9871
data/bupa_set,15,AM-Rand,1006,0.190528,0.162389,160,100000,16.0125
data/bupa_set,15,AM-Rand,1007,0.192013,0.164754,155,100000,16.0113
data/bupa_set,15,AM-Rand,1008,0.189471,0.157815,180,100000,15.9862
data/bupa_set,15,AM-Rand,1009,0.191381,0.165704,146,100000,16.008
data/bupa_set,15,AM-Best,1000,0.183913,0.15296,176,100000,15.9828
data/bupa_set,15,AM-Best,1001,0.188282,0.161901,150,100000,16.0431
data/bupa_set,15,AM-Best,1002,0.206069,0.177226,164,100000,16.1873
data/bupa_set,15,AM-Best,1003,0.190455,0.161613,164,100000,16.2249
data/bupa_set,15,AM-Best,1004,0.191354,0.163039,161,100000,16.3063
data/bupa_set,15,AM-Best,1005,0.183291,0.154976,161,100000,16.0973
data/bupa_set,15,AM-Best,1006,0.187401,0.161548,147,100000,16.0627
data/bupa_set,15,AM-Best,1007,0.187494,0.15531,183,100000,16.1701
data/bupa_set,15,AM-Best,1008,0.186788,0.160056,152,100000,16.2585
data/bupa_set,15,AM-Best,1009,0.184661,0.157577,154,100000,16.0054
data/bupa_set,30,RandomSearch,1000,0.280018,0.232176,555,100000,29.9707
data/bupa_set,30,RandomSearch,1001,0.282513,0.235274,548,100000,30.0221
data/bupa_set,30,RandomSearch,1002,0.281548,0.231206,584,100000,30.0986
data/bupa_set,30,RandomSearch,1003,0.281884,0.232404,574,100000,30.172
data/bupa_set,30,RandomSearch,1004,0.282138,0.22809,627,100000,30.1427
data/bupa_set,30,RandomSearch,1005,0.282485,0.233694,566,100000,30.2673
data/bupa_set,30,RandomSearch,1006,0.280954,0.231733,571,100000,30.0704
data/bupa_set,30,RandomSearch,1007,0.281316,0.23356,554,100000,30.0975
data/bupa_set,30,RandomSearch,1008,0.277801,0.230907,544,100000,30.0079
data/bupa_set,30,RandomSearch,1009,0.282557,0.235146,550,100000,30.0923
data/bupa_set,30,GreedySearch,1000,0.225151,0.225065,1,1,0.0477621
data/bupa_set,30,GreedySearch,1001,0.226478,0.226133,4,1,0.0354658
data/bupa_set,30,GreedySearch,1002,0.229258,0.228741,6,1,0.0356105
data/bupa_set,30,GreedySearch,1003,0.224315,0.224056,3,1,0.0539077
data/bupa_set,30,GreedySearch,1004,0.228871,0.22844,5,1,0.0415601
data/bupa_set,30,GreedySearch,1005,0.23293,0.232672,3,1,0.0355299
data/bupa_set,30,GreedySearch,1006,0.227493,0.227321,2,1,0.0375462
data/bupa_set,30,GreedySearch,1007,0.230992,0.230734,3,1,0.0652254
data/bupa_set,30,GreedySearch,1008,0.226801,0.226456,4,1,0.0386246
data/bupa_set,30,GreedySearch,1009,0.229114,0.228769,4,1,0.0450288
data/bupa_set,30,LocalSearch,1000,0.129858,0.101756,326,97817,28.7606
data/bupa_set,30,LocalSearch,1001,0.128475,0.0988214,344,100000,29.5485
data/bupa_set,30,LocalSearch,1002,0.128311,0.0974505,358,100000,29.383
data/bupa_set,30,LocalSearch,1003,0.127181,0.0970969,349,100000,29.4096
data/bupa_set,30,LocalSearch,1004,0.127879,0.098484,341,100000,29.4424
data/bupa_set,30,LocalSearch,1005,0.128422,0.0992858,338,100000,29.715
data/bupa_set,30,LocalSearch,1006,0.128485,0.0975384,359,100000,29.4787
data/bupa_set,30,LocalSearch,1007,0.128033,0.0975174,354,100000,29.8115
data/bupa_set,30,LocalSearch,1008,0.127975,0.0984935,342,100000,29.3915
data/bupa_set,30,LocalSearch,1009,0.128606,0.0979177,356,100000,29.8454
data/bupa_set,30,AGG-Uniform,1000,0.225864,0.20733,215,100000,29.4977
data/bupa_set,30,AGG-Uniform,1001,0.223307,0.205032,212,100000,29.4206
data/bupa_set,30,AGG-Uniform,1002,0.210906,0.194786,187,100000,29.4348
data/bupa_set,30,AGG-Uniform,1003,0.211252,0.19634,173,100000,29.3645
data/bupa_set,30,AGG-Uniform,1004,0.24763,0.216167,365,100000,29.4952
data/bupa_set,30,AGG-Uniform,1005,0.213641,0.198125,180,100000,29.3885
data/bupa_set,30,AGG-Uniform,1006,0.234493,0.206909,320,100000,29.5038
data/bupa_set,30,AGG-Uniform,1007,0.231473,0.198975,377,100000,29.556
data/bupa_set,30,AGG-Uniform,1008,0.218633,0.196393,258,100000,29.4243
data/bupa_set,30,AGG-Uniform,1009,0.231657,0.207693,278,100000,29.4802
data/bupa_set,30,AGG-Segment,1000,0.218838,0.198925,231,100000,29.5631
data/bupa_set,30,AGG-Segment,1001,0.242297,0.208334,394,100000,29.7085
data/bupa_set,30,AGG-Segment,1002,0.218942,0.192909,302,100000,29.6501
data/bupa_set,30,AGG-Segment,1003,0.222404,0.205853,192,100000,29.5651
data/bupa_set,30,AGG-Segment,1004,0.221769,0.200046,252,100000,29.7809
data/bupa_set,30,AGG-Segment,1005,0.213881,0.196555,201,100000,30.0616
data/bupa_set,30,AGG-Segment,1006,0.232574,0.208351,281,100000,29.7103
data/bupa_set,30,AGG-Segment,1007,0.222943,0.197944,290,100000,29.6771
data/bupa_set,30,AGG-Segment,1008,0.208639,0.189675,220,100000,29.605
data/bupa_set,30,AGG-Segment,1009,0.21659,0.197885,217,100000,29.57
data/bupa_set,30,AGE-Uniform,1000,0.237393,0.215584,253,100000,29.4829
data/bupa_set,30,AGE-Uniform,1001,0.21066,0.195833,172,100000,29.5018
data/bupa_set,30,AGE-Uniform,1002,0.228752,0.212546,188,100000,29.4636
data/bupa_set,30,AGE-Uniform,1003,0.210567,0.199274,131,100000,29.3731
data/bupa_set,30,AGE-Uniform,1004,0.210931,0.199724,130,100000,29.4046
data/bupa_set,30,AGE-Uniform,1005,0.219783,0.202801,197,100000,29.4545
data/bupa_set,30,AGE-Uniform,1006,0.2024,0.192573,114,100000,29.3752
data/bupa_set,30,AGE-Uniform,1007,0.222074,0.210868,130,100000,29.5728
data/bupa_set,30,AGE-Uniform,1008,0.21771,0.200297,202,100000,29.6447
data/bupa_set,30,AGE-Uniform,1009,0.211401,0.200453,127,100000,29.4437
data/bupa_set,30,AGE-Segment,1000,0.24175,0.214597,315,100000,29.9582
data/bupa_set,30,AGE-Segment,1001,0.204797,0.194453,120,100000,29.9214
data/bupa_set,30,AGE-Segment,1002,0.222762,0.20397,218,100000,29.8015
data/bupa_set,30,AGE-Segment,1003,0.218257,0.206102,141,100000,29.6526
data/bupa_set,30,AGE-Segment,1004,0.236086,0.211777,282,100000,29.7241
data/bupa_set,30,AGE-Segment,1005,0.244524,0.220646,277,100000,29.6699
data/bupa_set,30,AGE-Segment,1006,0.243104,0.218537,285,100000,29.9273
data/bupa_set,30,AGE-Segment,1007,0.206927,0.194945,139,100000,29.5368
data/bupa_set,30,AGE-Segment,1008,0.219894,0.207308,146,100000,29.5055
data/bupa_set,30,AGE-Segment,1009,0.230202,0.212272,208,100000,29.5782
data/bupa_set,30,AM-All,1000,0.170139,0.140744,341,100000,29.1565
data/bupa_set,30,AM-All,1001,0.169463,0.142654,311,100000,29.1164
data/bupa_set,30,AM-All,1002,0.168765,0.140146,332,100000,29.1443
data/bupa_set,30,AM-All,1003,0.165264,0.135352,347,100000,29.1146
data/bupa_set,30,AM-All,1004,0.171506,0.137973,389,100000,29.1876
data/bupa_set,30,AM-All,1005,0.168435,0.137575,358,100000,29.1382
data/bupa_set,30,AM-All,1006,0.168766,0.13963,338,100000,29.0836
data/bupa_set,30,AM-All,1007,0.177785,0.145976,369,100000,29.0807
data/bupa_set,30,AM-All,1008,0.171504,0.141678,346,100000,29.0954
data/bupa_set,30,AM-All,1009,0.170267,0.1382,372,100000,29.2037
data/bupa_set,30,AM-Rand,1000,0.14571,0.118298,318,100000,29.2299
data/bupa_set,30,AM-Rand,1001,0.142488,0.118007,284,100000,29.2366
data/bupa_set,30,AM-Rand,1002,0.142152,0.111809,352,100000,29.2759
data/bupa_set,30,AM-Rand,1003,0.147549,0.119878,321,100000,29.2621
data/bupa_set,30,AM-Rand,1004,0.14789,0.120047,323,100000,29.2704
data/bupa_set,30,AM-Rand,1005,0.148825,0.123309,296,100000,29.2991
data/bupa_set,30,AM-Rand,1006,0.144124,0.119212,289,100000,29.295
data/bupa_set,30,AM-Rand,1007,0.148539,0.119058,342,100000,29.4139
data/bupa_set,30,AM-Rand,1008,0.146183,0.115236,359,100000,29.3959
data/bupa_set,30,AM-Rand,1009,0.143549,0.116482,314,100000,29.3707
data/bupa_set,30,AM-Best,1000,0.136541,0.109042,319,100000,29.2675
data/bupa_set,30,AM-Best,1001,0.138722,0.110965,322,100000,29.3108
data/bupa_set,30,AM-Best,1002,0.135268,0.10639,335,100000,29.2809
data/bupa_set,30,AM-Best,1003,0.139217,0.10896,351,100000,29.3268
data/bupa_set,30,AM-Best,1004,0.140139,0.112123,325,100000,29.2803
data/bupa_set,30,AM-Best,1005,0.144164,0.117441,310,100000,29.3135
data/bupa_set,30,AM-Best,1006,0.136679,0.106681,348,100000,29.273
data/bupa_set,30,AM-Best,1007,0.141141,0.113902,316,100000,29.277
data/bupa_set,30,AM-Best,1008,0.142552,0.11333,339,100000,29.5654
data/bupa_set,30,AM-Best,1009,0.138864,0.111883,313,100000,29.3478
data/glass_set,15,RandomSearch,1000,0.518242,0.40702,168,100000,6.41587
data/glass_set,15,RandomSearch,1001,0.520807,0.406275,173,100000,6.3953
data/glass_set,15,RandomSearch,1002,0.519207,0.404013,174,100000,6.42213
data/glass_set,15,RandomSearch,1003,0.517751,0.391302,191,100000,6.38717
data/glass_set,15,RandomSearch,1004,0.511678,0.39847,171,100000,6.44746
data/glass_set,15,RandomSearch,1005,0.517336,0.397507,181,100000,6.42631
data/glass_set,15,RandomSearch,1006,0.516868,0.395715,183,100000,6.41603
data/glass_set,15,RandomSearch,1007,0.517785,0.407887,166,100000,6.37769
data/glass_set,15,RandomSearch,1008,0.519219,0.407997,168,100000,6.39151
data/glass_set,15,RandomSearch,1009,0.510852,0.404926,160,100000,6.38926
data/glass_set,15,GreedySearch,1000,0.34951,0.34951,0,1,0.0141348
data/glass_set,15,GreedySearch,1001,0.332864,0.332864,0,1,0.0174712
data/glass_set,15,GreedySearch,1002,0.37981,0.37981,0,1,0.00708459
data/glass_set,15,GreedySearch,1003,0.346399,0.346399,0,1,0.0145055
data/glass_set,15,GreedySearch,1004,0.341646,0.341646,0,1,0.0115671
data/glass_set,15,GreedySearch,1005,0.340823,0.340823,0,1,0.00861319
data/glass_set,15,GreedySearch,1006,0.335739,0.335739,0,1,0.0130519
data/glass_set,15,GreedySearch,1007,0.325876,0.325876,0,1,0.0145508
data/glass_set,15,GreedySearch,1008,0.35686,0.35686,0,1,0.010045
data/glass_set,15,GreedySearch,1009,0.333739,0.333739,0,1,0.0115409
data/glass_set,15,LocalSearch,1000,0.224194,0.199037,38,28706,1.62219
data/glass_set,15,LocalSearch,1001,0.220669,0.192864,42,67859,3.83055
data/glass_set,15,LocalSearch,1002,0.230238,0.197137,50,22408,1.28607
data/glass_set,15,LocalSearch,1003,0.219299,0.190832,43,35611,2.0315
data/glass_set,15,LocalSearch,1004,0.222548,0.184811,57,29525,1.6921
data/glass_set,15,LocalSearch,1005,0.234686,0.205556,44,25917,1.48867
data/glass_set,15,LocalSearch,1006,0.218693,0.184929,51,41282,2.33967
data/glass_set,15,LocalSearch,1007,0.218823,0.183073,54,29427,1.67004
data/glass_set,15,LocalSearch,1008,0.218939,0.185175,51,38435,2.21463
data/glass_set,15,LocalSearch,1009,0.218695,0.190889,42,44800,2.55358
data/glass_set,15,AGG-Uniform,1000,0.317746,0.305167,19,100000,5.84829
data/glass_set,15,AGG-Uniform,1001,0.338496,0.315325,35,100000,5.93222
data/glass_set,15,AGG-Uniform,1002,0.309099,0.293872,23,100000,5.92391
data/glass_set,15,AGG-Uniform,1003,0.383755,0.340723,65,100000,5.83721
data/glass_set,15,AGG-Uniform,1004,0.332188,0.305707,40,100000,5.79609
data/glass_set,15,AGG-Uniform,1005,0.29748,0.292846,7,100000,5.80056
data/glass_set,15,AGG-Uniform,1006,0.331538,0.318298,20,100000,5.81957
data/glass_set,15,AGG-Uniform,1007,0.301971,0.296675,8,100000,5.84679
data/glass_set,15,AGG-Uniform,1008,0.305547,0.290982,22,100000,5.80142
data/glass_set,15,AGG-Uniform,1009,0.305309,0.28942,24,100000,5.8937
data/glass_set,15,AGG-Segment,1000,0.292254,0.275041,26,100000,5.95631
data/glass_set,15,AGG-Segment,1001,0.34289,0.309127,51,100000,5.93269
data/glass_set,15,AGG-Segment,1002,0.322447,0.30391,28,100000,5.90899
data/glass_set,15,AGG-Segment,1003,0.337483,0.324904,19,100000,5.90462
data/glass_set,15,AGG-Segment,1004,0.316642,0.298105,28,100000,5.95956
data/glass_set,15,AGG-Segment,1005,0.342474,0.319303,35,100000,5.91365
data/glass_set,15,AGG-Segment,1006,0.33312,0.317232,24,100000,5.95525
data/glass_set,15,AGG-Segment,1007,0.309037,0.301755,11,100000,5.93989
data/glass_set,15,AGG-Segment,1008,0.308796,0.289596,29,100000,5.90061
data/glass_set,15,AGG-Segment,1009,0.358378,0.339179,29,100000,5.95484
data/glass_set,15,AGE-Uniform,1000,0.3064,0.297793,13,100000,5.82944
data/glass_set,15,AGE-Uniform,1001,0.323251,0.314644,13,100000,5.89696
data/glass_set,15,AGE-Uniform,1002,0.347707,0.323873,36,100000,5.85932
data/glass_set,15,AGE-Uniform,1003,0.31112,0.304499,10,100000,5.92121
data/glass_set,15,AGE-Uniform,1004,0.337401,0.324822,19,100000,5.8991
data/glass_set,15,AGE-Uniform,1005,0.324147,0.316203,12,100000,5.86946
data/glass_set,15,AGE-Uniform,1006,0.319559,0.310952,13,100000,5.90273
data/glass_set,15,AGE-Uniform,1007,0.328527,0.321907,10,100000,5.85799
data/glass_set,15,AGE-Uniform,1008,0.311234,0.297994,20,100000,5.85516
data/glass_set,15,AGE-Uniform,1009,0.365927,0.342755,35,100000,5.83259
data/glass_set,15,AGE-Segment,1000,0.306722,0.303412,5,100000,5.99046
data/glass_set,15,AGE-Segment,1001,0.303342,0.296722,10,100000,5.92481
data/glass_set,15,AGE-Segment,1002,0.328567,0.308706,30,100000,5.96129
data/glass_set,15,AGE-Segment,1003,0.352118,0.347484,7,100000,6.06996
data/glass_set,15,AGE-Segment,1004,0.333893,0.317342,25,100000,5.94426
data/glass_set,15,AGE-Segment,1005,0.333431,0.319528,21,100000,5.98545
data/glass_set,15,AGE-Segment,1006,0.320324,0.314365,9,100000,6.04441
data/glass_set,15,AGE-Segment,1007,0.301784,0.293177,13,100000,5.97667
data/glass_set,15,AGE-Segment,1008,0.313777,0.307157,10,100000,6.05836
data/glass_set,15,AGE-Segment,1009,0.369977,0.342834,41,100000,5.98924
data/glass_set,15,AM-All,1000,0.241611,0.211819,45,100000,5.66974
data/glass_set,15,AM-All,1001,0.223825,0.190724,50,100000,5.67444
data/glass_set,15,AM-All,1002,0.236384,0.196662,60,100000,5.66296
data/glass_set,15,AM-All,1003,0.2434,0.212946,46,100000,5.68664
data/glass_set,15,AM-All,1004,0.23613,0.20369,49,100000,5.66652
data/glass_set,15,AM-All,1005,0.233628,0.19854,53,100000,5.68699
data/glass_set,15,AM-All,1006,0.239156,0.211351,42,100000,5.65754
data/glass_set,15,AM-All,1007,0.235997,0.203557,49,100000,5.67596
data/glass_set,15,AM-All,1008,0.228554,0.196776,48,100000,5.66512
data/glass_set,15,AM-All,1009,0.239511,0.207072,49,100000,5.68539
data/glass_set,15,AM-Rand,1000,0.221087,0.187323,51,100000,5.7867
data/glass_set,15,AM-Rand,1001,0.222514,0.19206,46,100000,5.75334
data/glass_set,15,AM-Rand,1002,0.224653,0.19089,51,100000,5.80391
data/glass_set,15,AM-Rand,1003,0.228833,0.198379,46,100000,5.79591
data/glass_set,15,AM-Rand,1004,0.21545,0.181024,52,100000,5.86387
data/glass_set,15,AM-Rand,1005,0.217425,0.186971,46,100000,5.83509
data/glass_set,15,AM-Rand,1006,0.248404,0.220598,42,100000,5.81577
data/glass_set,15,AM-Rand,1007,0.269461,0.241655,42,100000,5.81104
data/glass_set,15,AM-Rand,1008,0.235327,0.204873,46,100000,5.83995
data/glass_set,15,AM-Rand,1009,0.218736,0.185635,50,100000,5.73868
data/glass_set,15,AM-Best,1000,0.224131,0.196987,41,100000,5.75232
data/glass_set,15,AM-Best,1001,0.219385,0.186283,50,100000,5.79522
data/glass_set,15,AM-Best,1002,0.220336,0.193193,41,100000,5.7611
data/glass_set,15,AM-Best,1003,0.231322,0.20153,45,100000,5.73445
data/glass_set,15,AM-Best,1004,0.219547,0.197038,34,100000,5.78315
data/glass_set,15,AM-Best,1005,0.219056,0.200519,28,100000,5.75639
data/glass_set,15,AM-Best,1006,0.220406,0.19922,32,100000,5.7503
data/glass_set,15,AM-Best,1007,0.223387,0.184327,59,100000,5.76042
data/glass_set,15,AM-Best,1008,0.220254,0.184504,54,100000,5.7207
data/glass_set,15,AM-Best,1009,0.21175,0.181959,45,100000,5.71454
data/glass_set,30,RandomSearch,1000,0.418783,0.354698,200,100000,11.3472
data/glass_set,30,RandomSearch,1001,0.42176,0.339732,256,100000,11.3621
data/glass_set,30,RandomSearch,1002,0.423649,0.355399,213,100000,11.2838
data/glass_set,30,RandomSearch,1003,0.426129,0.353072,228,100000,11.4335
data/glass_set,30,RandomSearch,1004,0.427354,0.356861,220,100000,11.28
data/glass_set,30,RandomSearch,1005,0.423974,0.353481,220,100000,11.2477
data/glass_set,30,RandomSearch,1006,0.422194,0.356828,204,100000,11.2679
data/glass_set,30,RandomSearch,1007,0.425176,0.356285,215,100000,11.2287
data/glass_set,30,RandomSearch,1008,0.423192,0.346931,238,100000,11.2382
data/glass_set,30,RandomSearch,1009,0.420685,0.358844,193,100000,11.2864
data/glass_set,30,GreedySearch,1000,33333.6,33333.6,0,1,0.025691
data/glass_set,30,GreedySearch,1001,66666.9,66666.9,0,1,0.0185778
data/glass_set,30,GreedySearch,1002,66666.9,66666.9,0,1,0.0161574
data/glass_set,30,GreedySearch,1003,100000,100000,0,1,0.0233328
data/glass_set,30,GreedySearch,1004,100000,100000,0,1,0.0209894
data/glass_set,30,GreedySearch,1005,100000,100000,0,1,0.0162514
data/glass_set,30,GreedySearch,1006,66666.9,66666.9,0,1,0.0233457
data/glass_set,30,GreedySearch,1007,33333.6,33333.6,0,1,0.0303453
data/glass_set,30,GreedySearch,1008,100000,100000,0,1,0.0165877
data/glass_set,30,GreedySearch,1009,66666.9,66666.9,0,1,0.0235201
data/glass_set,30,LocalSearch,1000,0.156343,0.122378,106,81183,8.67285
data/glass_set,30,LocalSearch,1001,0.160951,0.124423,114,57159,6.11076
data/glass_set,30,LocalSearch,1002,0.158055,0.125692,101,58108,6.24178
data/glass_set,30,LocalSearch,1003,0.155164,0.120879,107,100000,10.6096
data/glass_set,30,LocalSearch,1004,0.162065,0.128421,105,100000,10.6476
data/glass_set,30,LocalSearch,1005,0.162597,0.130555,100,52665,5.59985
data/glass_set,30,LocalSearch,1006,0.157358,0.124355,103,98828,10.519
data/glass_set,30,LocalSearch,1007,0.15787,0.128711,91,79055,8.36094
data/glass_set,30,LocalSearch,1008,0.162849,0.128244,108,70430,7.46116
data/glass_set,30,LocalSearch,1009,0.160379,0.128016,101,67753,7.1615
data/glass_set,30,AGG-Uniform,1000,0.259579,0.236188,73,100000,10.7459
data/glass_set,30,AGG-Uniform,1001,0.270277,0.249129,66,100000,10.7773
data/glass_set,30,AGG-Uniform,1002,0.284534,0.262105,70,100000,10.8248
data/glass_set,30,AGG-Uniform,1003,0.310965,0.282768,88,100000,10.7584
data/glass_set,30,AGG-Uniform,1004,0.259453,0.240548,59,100000,10.7958
data/glass_set,30,AGG-Uniform,1005,0.315065,0.291674,73,100000,10.7831
data/glass_set,30,AGG-Uniform,1006,0.249843,0.239269,33,100000,10.6858
data/glass_set,30,AGG-Uniform,1007,0.301031,0.275397,80,100000,10.6831
data/glass_set,30,AGG-Uniform,1008,0.257089,0.236262,65,100000,10.7563
data/glass_set,30,AGG-Uniform,1009,0.26828,0.243607,77,100000,10.7349
data/glass_set,30,AGG-Segment,1000,0.274,0.253172,65,100000,10.8202
data/glass_set,30,AGG-Segment,1001,0.254759,0.231368,73,100000,10.8062
data/glass_set,30,AGG-Segment,1002,0.255456,0.245523,31,100000,10.7485
data/glass_set,30,AGG-Segment,1003,0.282951,0.25924,74,100000,10.7681
data/glass_set,30,AGG-Segment,1004,0.286885,0.26029,83,100000,10.8749
data/glass_set,30,AGG-Segment,1005,0.249756,0.235016,46,100000,10.8076
data/glass_set,30,AGG-Segment,1006,0.247441,0.232701,46,100000,10.7799
data/glass_set,30,AGG-Segment,1007,0.312306,0.274496,118,100000,10.8299
data/glass_set,30,AGG-Segment,1008,0.271534,0.249104,70,100000,10.7533
