Dataset,K,Algorithm,Seed,Fitness,Distance,Infeasibility,Evaluations,Time
data/glass_set,30,AGG-Segment,1009,0.247595,0.232215,48,100000,10.7824
data/glass_set,30,AGE-Uniform,1000,0.248968,0.241598,23,100000,10.673
data/glass_set,30,AGE-Uniform,1001,0.308445,0.287297,66,100000,10.6355
data/glass_set,30,AGE-Uniform,1002,0.369303,0.325405,137,100000,10.7365
data/glass_set,30,AGE-Uniform,1003,0.330599,0.304324,82,100000,10.8038
data/glass_set,30,AGE-Uniform,1004,0.362465,0.332024,95,100000,10.725
data/glass_set,30,AGE-Uniform,1005,0.249876,0.240904,28,100000,10.7747
data/glass_set,30,AGE-Uniform,1006,0.357433,0.321226,113,100000,10.7593
data/glass_set,30,AGE-Uniform,1007,0.272453,0.261239,35,100000,10.7122
data/glass_set,30,AGE-Uniform,1008,0.250211,0.237074,41,100000,10.7098
data/glass_set,30,AGE-Uniform,1009,0.330155,0.298754,98,100000,10.7265
data/glass_set,30,AGE-Segment,1000,0.251265,0.243254,25,100000,10.7786
data/glass_set,30,AGE-Segment,1001,0.250385,0.241733,27,100000,10.791
data/glass_set,30,AGE-Segment,1002,0.392545,0.338393,169,100000,10.8466
data/glass_set,30,AGE-Segment,1003,0.32779,0.289019,121,100000,10.8254
data/glass_set,30,AGE-Segment,1004,0.365336,0.311825,167,100000,10.8685
data/glass_set,30,AGE-Segment,1005,0.288878,0.273497,48,100000,10.7766
data/glass_set,30,AGE-Segment,1006,0.258253,0.246718,36,100000,10.7885
data/glass_set,30,AGE-Segment,1007,0.225357,0.21991,17,100000,10.7547
data/glass_set,30,AGE-Segment,1008,0.253371,0.247603,18,100000,10.7414
data/glass_set,30,AGE-Segment,1009,0.326791,0.298594,88,100000,10.8044
data/glass_set,30,AM-All,1000,0.180826,0.1459,109,100000,10.5089
data/glass_set,30,AM-All,1001,0.182624,0.153145,92,100000,10.5112
data/glass_set,30,AM-All,1002,0.186542,0.149693,115,100000,10.5042
data/glass_set,30,AM-All,1003,0.187694,0.154049,105,100000,10.4969
data/glass_set,30,AM-All,1004,0.182868,0.149224,105,100000,10.5432
data/glass_set,30,AM-All,1005,0.177355,0.14403,104,100000,10.5623
data/glass_set,30,AM-All,1006,0.181244,0.148561,102,100000,10.5805
data/glass_set,30,AM-All,1007,0.188431,0.158632,93,100000,10.6573
data/glass_set,30,AM-All,1008,0.180352,0.150553,93,100000,10.5481
data/glass_set,30,AM-All,1009,0.183711,0.140774,134,100000,10.5564
data/glass_set,30,AM-Rand,1000,0.164557,0.127709,115,100000,10.6485
data/glass_set,30,AM-Rand,1001,0.154923,0.130891,75,100000,10.6456
data/glass_set,30,AM-Rand,1002,0.153459,0.123339,94,100000,10.702
data/glass_set,30,AM-Rand,1003,0.159455,0.131258,88,100000,10.8374
data/glass_set,30,AM-Rand,1004,0.149967,0.119527,95,100000,10.7477
data/glass_set,30,AM-Rand,1005,0.161858,0.131097,96,100000,10.6912
data/glass_set,30,AM-Rand,1006,0.161344,0.131225,94,100000,10.7852
data/glass_set,30,AM-Rand,1007,0.162062,0.134826,85,100000,10.7772
data/glass_set,30,AM-Rand,1008,0.166935,0.129446,117,100000,10.7536
data/glass_set,30,AM-Rand,1009,0.153915,0.126359,86,100000,10.6847
data/glass_set,30,AM-Best,1000,0.153449,0.125252,88,100000,10.7046
data/glass_set,30,AM-Best,1001,0.147692,0.122058,80,100000,10.7939
data/glass_set,30,AM-Best,1002,0.162288,0.129925,101,100000,10.823
data/glass_set,30,AM-Best,1003,0.152934,0.125698,85,100000,10.7125
data/glass_set,30,AM-Best,1004,0.149884,0.120725,91,100000,10.648
data/glass_set,30,AM-Best,1005,0.15294,0.125063,87,100000,10.6552
data/glass_set,30,AM-Best,1006,0.158163,0.130607,86,100000,10.7016
data/glass_set,30,AM-Best,1007,0.147997,0.115955,100,100000,10.7232
data/glass_set,30,AM-Best,1008,0.146338,0.116219,94,100000,10.8372
data/glass_set,30,AM-Best,1009,0.162398,0.130676,99,100000,10.983
data/zoo_set,15,RandomSearch,1000,1.46112,1.27254,34,100000,1.34098
data/zoo_set,15,RandomSearch,1001,1.48209,1.25469,41,100000,1.31056
data/zoo_set,15,RandomSearch,1002,1.4501,1.17833,49,100000,1.33066
data/zoo_set,15,RandomSearch,1003,1.47733,1.32203,28,100000,1.31767
data/zoo_set,15,RandomSearch,1004,1.47495,1.2642,38,100000,1.29861
data/zoo_set,15,RandomSearch,1005,1.45642,1.25675,36,100000,1.29452
data/zoo_set,15,RandomSearch,1006,1.48686,1.23728,45,100000,1.29928
data/zoo_set,15,RandomSearch,1007,1.46989,1.32568,26,100000,1.29936
data/zoo_set,15,RandomSearch,1008,1.47709,1.26078,39,100000,1.30011
data/zoo_set,15,RandomSearch,1009,1.48808,1.29951,34,100000,1.29461
data/zoo_set,15,GreedySearch,1000,0.933486,0.933486,0,1,0.00194824
data/zoo_set,15,GreedySearch,1001,0.853112,0.853112,0,1,0.00160604
data/zoo_set,15,GreedySearch,1002,0.916766,0.916766,0,1,0.00221701
data/zoo_set,15,GreedySearch,1003,0.905632,0.905632,0,1,0.00189872
data/zoo_set,15,GreedySearch,1004,0.954394,0.954394,0,1,0.00191758
data/zoo_set,15,GreedySearch,1005,1.02108,1.02108,0,1,0.00157191
data/zoo_set,15,GreedySearch,1006,66667.4,66667.4,0,1,0.00194972
data/zoo_set,15,GreedySearch,1007,0.94651,0.94651,0,1,0.00224196
data/zoo_set,15,GreedySearch,1008,66667.5,66667.5,0,1,0.00191674
data/zoo_set,15,GreedySearch,1009,0.938745,0.938745,0,1,0.00231186
data/zoo_set,15,LocalSearch,1000,0.60584,0.600294,1,11473,0.102
data/zoo_set,15,LocalSearch,1001,0.525372,0.508733,3,11793,0.103605
data/zoo_set,15,LocalSearch,1002,0.517034,0.494849,4,18950,0.16462
data/zoo_set,15,LocalSearch,1003,0.451653,0.335181,21,20256,0.180056
data/zoo_set,15,LocalSearch,1004,0.544262,0.538716,1,12493,0.108489
data/zoo_set,15,LocalSearch,1005,0.523924,0.462915,11,19672,0.172545
data/zoo_set,15,LocalSearch,1006,0.524,0.485176,7,12055,0.107197
data/zoo_set,15,LocalSearch,1007,0.562223,0.534492,5,14176,0.124478
data/zoo_set,15,LocalSearch,1008,0.559055,0.53687,4,7179,0.0645832
data/zoo_set,15,LocalSearch,1009,0.511169,0.477891,6,11472,0.101924
data/zoo_set,15,AGG-Uniform,1000,0.905261,0.894169,2,100000,0.882865
data/zoo_set,15,AGG-Uniform,1001,1.13815,1.0716,12,100000,0.897667
data/zoo_set,15,AGG-Uniform,1002,1.24435,1.03914,37,100000,0.932728
data/zoo_set,15,AGG-Uniform,1003,0.962188,0.912272,9,100000,0.883358
data/zoo_set,15,AGG-Uniform,1004,0.615374,0.604281,2,100000,0.924839
data/zoo_set,15,AGG-Uniform,1005,1.03781,0.97125,12,100000,0.909036
data/zoo_set,15,AGG-Uniform,1006,1.21786,1.14021,14,100000,0.889095
data/zoo_set,15,AGG-Uniform,1007,1.0538,0.987249,12,100000,0.913534
data/zoo_set,15,AGG-Uniform,1008,0.81516,0.809614,1,100000,0.910531
data/zoo_set,15,AGG-Uniform,1009,1.11345,1.05244,11,100000,0.888485
data/zoo_set,15,AGG-Segment,1000,0.843189,0.809911,6,100000,0.947772
data/zoo_set,15,AGG-Segment,1001,1.1456,1.10677,7,100000,0.958103
data/zoo_set,15,AGG-Segment,1002,0.882197,0.860012,4,100000,0.964571
data/zoo_set,15,AGG-Segment,1003,0.910805,0.88862,4,100000,0.956975
data/zoo_set,15,AGG-Segment,1004,0.853204,0.825473,5,100000,0.958132
data/zoo_set,15,AGG-Segment,1005,1.07028,1.02591,8,100000,0.951534
data/zoo_set,15,AGG-Segment,1006,0.911605,0.883874,5,100000,0.973129
data/zoo_set,15,AGG-Segment,1007,1.19477,1.10603,16,100000,1.01818
data/zoo_set,15,AGG-Segment,1008,0.712058,0.706512,1,100000,0.971274
data/zoo_set,15,AGG-Segment,1009,1.26808,1.10169,30,100000,1.02237
data/zoo_set,15,AGE-Uniform,1000,0.861519,0.850427,2,100000,0.952295
data/zoo_set,15,AGE-Uniform,1001,1.10643,1.06206,8,100000,0.90301
data/zoo_set,15,AGE-Uniform,1002,0.6397,0.6397,0,100000,0.93819
data/zoo_set,15,AGE-Uniform,1003,1.40972,1.25997,27,100000,0.914162
data/zoo_set,15,AGE-Uniform,1004,0.752801,0.730616,4,100000,0.908631
data/zoo_set,15,AGE-Uniform,1005,0.685921,0.680375,1,100000,0.905799
data/zoo_set,15,AGE-Uniform,1006,1.23051,1.19724,6,100000,0.909659
data/zoo_set,15,AGE-Uniform,1007,0.844169,0.821983,4,100000,0.912242
data/zoo_set,15,AGE-Uniform,1008,0.564826,0.564826,0,100000,0.908579
data/zoo_set,15,AGE-Uniform,1009,1.01063,0.977353,6,100000,0.917061
data/zoo_set,15,AGE-Segment,1000,0.82975,0.807565,4,100000,0.963317
data/zoo_set,15,AGE-Segment,1001,0.617245,0.617245,0,100000,0.949479
data/zoo_set,15,AGE-Segment,1002,1.29859,1.16548,24,100000,0.952211
data/zoo_set,15,AGE-Segment,1003,1.3508,1.24542,19,100000,0.961434
data/zoo_set,15,AGE-Segment,1004,0.643532,0.643532,0,100000,0.96463
data/zoo_set,15,AGE-Segment,1005,1.11409,1.09745,3,100000,0.933019
data/zoo_set,15,AGE-Segment,1006,0.66174,0.656194,1,100000,0.957816
data/zoo_set,15,AGE-Segment,1007,0.771837,0.760745,2,100000,0.956925
data/zoo_set,15,AGE-Segment,1008,0.715925,0.715925,0,100000,0.943702
data/zoo_set,15,AGE-Segment,1009,0.682507,0.67696,1,100000,0.946174
data/zoo_set,15,AM-All,1000,0.519364,0.463901,10,100000,0.882777
data/zoo_set,15,AM-All,1001,0.538682,0.516497,4,100000,0.875046
data/zoo_set,15,AM-All,1002,0.514352,0.492167,4,100000,0.873941
data/zoo_set,15,AM-All,1003,0.526418,0.504233,4,100000,0.870071
data/zoo_set,15,AM-All,1004,0.49866,0.476475,4,100000,0.881868
data/zoo_set,15,AM-All,1005,0.511574,0.483843,5,100000,0.912373
data/zoo_set,15,AM-All,1006,0.569987,0.536709,6,100000,0.907407
data/zoo_set,15,AM-All,1007,0.534777,0.518139,3,100000,0.880963
data/zoo_set,15,AM-All,1008,0.506721,0.473444,6,100000,0.866391
data/zoo_set,15,AM-All,1009,0.551779,0.524048,5,100000,0.877672
data/zoo_set,15,AM-Rand,1000,0.499669,0.466392,6,100000,0.898356
data/zoo_set,15,AM-Rand,1001,0.566887,0.53361,6,100000,0.897784
data/zoo_set,15,AM-Rand,1002,0.533893,0.49507,7,100000,0.895883
data/zoo_set,15,AM-Rand,1003,0.500615,0.472883,5,100000,0.889141
data/zoo_set,15,AM-Rand,1004,0.512995,0.485263,5,100000,0.920524
data/zoo_set,15,AM-Rand,1005,0.51255,0.484819,5,100000,0.909525
data/zoo_set,15,AM-Rand,1006,0.505186,0.455269,9,100000,0.910861
data/zoo_set,15,AM-Rand,1007,0.498382,0.459558,7,100000,0.897142
data/zoo_set,15,AM-Rand,1008,0.503788,0.481603,4,100000,0.921301
data/zoo_set,15,AM-Rand,1009,0.527655,0.499924,5,100000,0.892339
data/zoo_set,15,AM-Best,1000,0.518952,0.496767,4,100000,0.873866
data/zoo_set,15,AM-Best,1001,0.48102,0.43665,8,100000,0.884344
data/zoo_set,15,AM-Best,1002,0.56845,0.535172,6,100000,0.874947
data/zoo_set,15,AM-Best,1003,0.46146,0.411543,9,100000,0.890536
data/zoo_set,15,AM-Best,1004,0.477756,0.433386,8,100000,0.876634
data/zoo_set,15,AM-Best,1005,0.473062,0.423145,9,100000,0.866215
data/zoo_set,15,AM-Best,1006,0.475367,0.430996,8,100000,0.889291
data/zoo_set,15,AM-Best,1007,0.548465,0.537373,2,100000,0.878396
data/zoo_set,15,AM-Best,1008,0.540244,0.506966,6,100000,0.90436
data/zoo_set,15,AM-Best,1009,0.518534,0.463071,10,100000,0.896744
data/zoo_set,30,RandomSearch,1000,1.02597,0.889377,53,100000,2.05432
data/zoo_set,30,RandomSearch,1001,1.0435,0.896598,57,100000,2.0245
data/zoo_set,30,RandomSearch,1002,1.00054,0.90003,39,100000,2.03587
data/zoo_set,30,RandomSearch,1003,1.03356,0.92017,44,100000,2.02761
data/zoo_set,30,RandomSearch,1004,1.0447,0.939038,41,100000,2.04284
data/zoo_set,30,RandomSearch,1005,1.02094,0.897237,48,100000,2.01381
data/zoo_set,30,RandomSearch,1006,0.997071,0.850174,57,100000,2.00826
data/zoo_set,30,RandomSearch,1007,1.02751,0.883193,56,100000,2.00757
data/zoo_set,30,RandomSearch,1008,1.03351,0.922693,43,100000,2.01062
data/zoo_set,30,RandomSearch,1009,1.0536,0.927321,49,100000,2.05385
data/zoo_set,30,GreedySearch,1000,133334,133334,0,1,0.00290103
data/zoo_set,30,GreedySearch,1001,100000,100000,0,1,0.00287345
data/zoo_set,30,GreedySearch,1002,166667,166667,0,1,0.00235518
data/zoo_set,30,GreedySearch,1003,166667,166667,0,1,0.00294999
data/zoo_set,30,GreedySearch,1004,166667,166667,0,1,0.00354763
data/zoo_set,30,GreedySearch,1005,133334,133334,0,1,0.00347726
data/zoo_set,30,GreedySearch,1006,200000,200000,0,1,0.00416275
data/zoo_set,30,GreedySearch,1007,100000,100000,0,1,0.00288538
data/zoo_set,30,GreedySearch,1008,133334,133334,0,1,0.0047397
data/zoo_set,30,GreedySearch,1009,100000,100000,0,1,0.00421906
data/zoo_set,30,LocalSearch,1000,0.311611,0.270377,16,20371,0.213855
data/zoo_set,30,LocalSearch,1001,0.272572,0.228761,17,27398,0.279757
data/zoo_set,30,LocalSearch,1002,0.300338,0.225601,29,16663,0.176665
data/zoo_set,30,LocalSearch,1003,0.290165,0.236045,21,22815,0.23778
data/zoo_set,30,LocalSearch,1004,0.267778,0.221389,18,21581,0.221722
data/zoo_set,30,LocalSearch,1005,0.308644,0.277718,12,22628,0.266932
data/zoo_set,30,LocalSearch,1006,0.294079,0.242536,20,21957,0.237134
data/zoo_set,30,LocalSearch,1007,0.276593,0.232782,17,25336,0.27122
data/zoo_set,30,LocalSearch,1008,0.291749,0.250515,16,25340,0.261885
data/zoo_set,30,LocalSearch,1009,0.279891,0.256697,9,29165,0.297732
data/zoo_set,30,AGG-Uniform,1000,0.474683,0.451489,9,100000,1.03755
data/zoo_set,30,AGG-Uniform,1001,0.603496,0.559685,17,100000,1.04197
data/zoo_set,30,AGG-Uniform,1002,0.583915,0.52464,23,100000,1.07087
data/zoo_set,30,AGG-Uniform,1003,0.595447,0.554213,16,100000,1.08738
data/zoo_set,30,AGG-Uniform,1004,0.668594,0.604165,25,100000,1.06363
data/zoo_set,30,AGG-Uniform,1005,0.575086,0.536428,15,100000,1.04129
data/zoo_set,30,AGG-Uniform,1006,0.75038,0.701415,19,100000,1.02901
data/zoo_set,30,AGG-Uniform,1007,0.638517,0.553471,33,100000,1.04897
data/zoo_set,30,AGG-Uniform,1008,0.830283,0.734929,37,100000,1.02279
data/zoo_set,30,AGG-Uniform,1009,0.761226,0.683912,30,100000,1.04364
data/zoo_set,30,AGG-Segment,1000,0.417577,0.404691,5,100000,1.10681
data/zoo_set,30,AGG-Segment,1001,0.644853,0.583001,24,100000,1.09049
data/zoo_set,30,AGG-Segment,1002,0.45355,0.407161,18,100000,1.10903
data/zoo_set,30,AGG-Segment,1003,0.704749,0.583623,47,100000,1.10856
data/zoo_set,30,AGG-Segment,1004,0.753422,0.627142,49,100000,1.10344
data/zoo_set,30,AGG-Segment,1005,0.546276,0.499887,18,100000,1.11562
data/zoo_set,30,AGG-Segment,1006,0.687452,0.594675,36,100000,1.11108
data/zoo_set,30,AGG-Segment,1007,0.5617,0.525621,14,100000,1.0778
data/zoo_set,30,AGG-Segment,1008,0.65215,0.569682,32,100000,1.08171
data/zoo_set,30,AGG-Segment,1009,0.428218,0.425641,1,100000,1.09749
data/zoo_set,30,AGE-Uniform,1000,0.39275,0.387595,2,100000,1.08024
data/zoo_set,30,AGE-Uniform,1001,0.442622,0.432314,4,100000,1.0676
data/zoo_set,30,AGE-Uniform,1002,0.47176,0.443411,11,100000,1.03004
data/zoo_set,30,AGE-Uniform,1003,0.554182,0.507794,18,100000,1.02347
data/zoo_set,30,AGE-Uniform,1004,0.41244,0.399554,5,100000,1.04005
data/zoo_set,30,AGE-Uniform,1005,0.364541,0.361964,1,100000,1.02162
data/zoo_set,30,AGE-Uniform,1006,0.51889,0.495696,9,100000,1.02495
data/zoo_set,30,AGE-Uniform,1007,0.407403,0.399671,3,100000,1.02032
data/zoo_set,30,AGE-Uniform,1008,0.802679,0.715056,34,100000,1.02926
data/zoo_set,30,AGE-Uniform,1009,0.698642,0.618751,31,100000,1.05829
data/zoo_set,30,AGE-Segment,1000,0.657427,0.613616,17,100000,1.07909
data/zoo_set,30,AGE-Segment,1001,0.752243,0.698123,21,100000,1.07394
data/zoo_set,30,AGE-Segment,1002,0.391521,0.38379,3,100000,1.06947
data/zoo_set,30,AGE-Segment,1003,0.873503,0.736915,53,100000,1.06158
data/zoo_set,30,AGE-Segment,1004,0.730616,0.658456,28,100000,1.08828
data/zoo_set,30,AGE-Segment,1005,0.543624,0.515276,11,100000,1.08611
data/zoo_set,30,AGE-Segment,1006,0.439855,0.424392,6,100000,1.08071
data/zoo_set,30,AGE-Segment,1007,0.426609,0.426609,0,100000,1.09427
data/zoo_set,30,AGE-Segment,1008,0.733292,0.676595,22,100000,1.0911
data/zoo_set,30,AGE-Segment,1009,0.511055,0.480129,12,100000,1.05791
data/zoo_set,30,AM-All,1000,0.312625,0.276545,14,100000,1.0045
data/zoo_set,30,AM-All,1001,0.326571,0.303377,9,100000,1.01902
data/zoo_set,30,AM-All,1002,0.258501,0.19665,24,100000,1.00689
data/zoo_set,30,AM-All,1003,0.303223,0.251681,20,100000,1.02348
data/zoo_set,30,AM-All,1004,0.314916,0.278836,14,100000,1.0206
data/zoo_set,30,AM-All,1005,0.280994,0.244914,14,100000,1.02255
data/zoo_set,30,AM-All,1006,0.294171,0.247782,18,100000,1.02073
data/zoo_set,30,AM-All,1007,0.285729,0.218723,26,100000,1.0401
data/zoo_set,30,AM-All,1008,0.29846,0.239186,23,100000,1.02551
data/zoo_set,30,AM-All,1009,0.301828,0.245131,22,100000,1.02942
data/zoo_set,30,AM-Rand,1000,0.303764,0.283147,8,100000,1.00155
data/zoo_set,30,AM-Rand,1001,0.28145,0.237638,17,100000,1.02109
data/zoo_set,30,AM-Rand,1002,0.294789,0.258709,14,100000,1.01348
data/zoo_set,30,AM-Rand,1003,0.28125,0.240016,16,100000,1.01255
data/zoo_set,30,AM-Rand,1004,0.308263,0.272183,14,100000,1.02779
data/zoo_set,30,AM-Rand,1005,0.292514,0.248703,17,100000,1.03206
data/zoo_set,30,AM-Rand,1006,0.31071,0.27463,14,100000,1.02305
data/zoo_set,30,AM-Rand,1007,0.270603,0.208752,24,100000,1.02379
data/zoo_set,30,AM-Rand,1008,0.302025,0.263368,15,100000,1.02614
data/zoo_set,30,AM-Rand,1009,0.272638,0.231404,16,100000,1.0165
data/zoo_set,30,AM-Best,1000,0.30046,0.290152,4,100000,1.01592
data/zoo_set,30,AM-Best,1001,0.286301,0.250221,14,100000,1.04461
data/zoo_set,30,AM-Best,1002,0.284912,0.248832,14,100000,1.0265
data/zoo_set,30,AM-Best,1003,0.292016,0.245628,18,100000,1.0338
data/zoo_set,30,AM-Best,1004,0.301224,0.267721,13,100000,1.01807
data/zoo_set,30,AM-Best,1005,0.282463,0.243805,15,100000,1.03306
data/zoo_set,30,AM-Best,1006,0.293001,0.236304,22,100000,1.06033
data/zoo_set,30,AM-Best,1007,0.275894,0.226929,19,100000,1.04823
data/zoo_set,30,AM-Best,1008,0.284221,0.235256,19,100000,1.05813
data/zoo_set,30,AM-Best,1009,0.263109,0.229606,13,100000,1.02047
