Dataset,K,Algorithm,Seed,Fitness,Distance,Infeasibility,Evaluations,Time
data/glass_set,30,SimulatedAnnealing,1006,0.204475,0.137506,209,100000,10.4186
data/glass_set,30,SimulatedAnnealing,1007,0.203563,0.145887,180,100000,10.5739
data/glass_set,30,SimulatedAnnealing,1008,0.203771,0.144813,184,100000,10.3462
data/glass_set,30,SimulatedAnnealing,1009,0.204518,0.150367,169,100000,10.4151
data/glass_set,30,SimulatedAnnealingFast,1000,0.201744,0.169381,101,100000,0.235279
data/glass_set,30,SimulatedAnnealingFast,1001,0.210015,0.178293,99,100000,0.233974
data/glass_set,30,SimulatedAnnealingFast,1002,0.216019,0.168276,149,100000,0.236489
data/glass_set,30,SimulatedAnnealingFast,1003,0.210504,0.182306,88,100000,0.236889
data/glass_set,30,SimulatedAnnealingFast,1004,0.215762,0.178913,115,100000,0.233123
data/glass_set,30,SimulatedAnnealingFast,1005,0.20718,0.178022,91,100000,0.234719
data/glass_set,30,SimulatedAnnealingFast,1006,0.21662,0.187141,92,100000,0.233323
data/glass_set,30,SimulatedAnnealingFast,1007,0.207706,0.174062,105,100000,0.23267
data/glass_set,30,SimulatedAnnealingFast,1008,0.20515,0.178235,84,100000,0.232059
data/glass_set,30,SimulatedAnnealingFast,1009,0.211585,0.17762,106,100000,0.233563
data/glass_set,30,BMB,1000,0.166311,0.124656,130,100000,10.6476
data/glass_set,30,BMB,1001,0.165175,0.126724,120,100000,10.6429
data/glass_set,30,BMB,1002,0.165264,0.13258,102,100000,10.6506
data/glass_set,30,BMB,1003,0.170596,0.137272,104,100000,10.5348
data/glass_set,30,BMB,1004,0.164474,0.129869,108,100000,10.5689
data/glass_set,30,BMB,1005,0.168672,0.13695,99,100000,10.6163
data/glass_set,30,BMB,1006,0.163933,0.124841,122,100000,10.5248
data/glass_set,30,BMB,1007,0.165288,0.131643,105,100000,10.5593
data/glass_set,30,BMB,1008,0.163805,0.125034,121,100000,10.7064
data/glass_set,30,BMB,1009,0.162742,0.126855,112,100000,10.691
data/glass_set,30,ILS,1000,0.161345,0.1277,105,100000,10.4652
data/glass_set,30,ILS,1001,0.160019,0.126694,104,80001,8.40974
data/glass_set,30,ILS,1002,0.161254,0.121522,124,100000,10.4883
data/glass_set,30,ILS,1003,0.156403,0.129487,84,100000,10.5242
data/glass_set,30,ILS,1004,0.160103,0.128381,99,100000,10.5608
data/glass_set,30,ILS,1005,0.159153,0.123586,111,80001,8.44222
data/glass_set,30,ILS,1006,0.157936,0.12269,110,80001,8.50432
data/glass_set,30,ILS,1007,0.159186,0.125862,104,100000,10.5039
data/glass_set,30,ILS,1008,0.163376,0.127168,113,100000,10.5118
data/glass_set,30,ILS,1009,0.159101,0.125136,106,100000,10.5286
data/glass_set,30,ILS-ES,1000,0.20964,0.157091,164,100000,10.3764
data/glass_set,30,ILS-ES,1001,0.213105,0.154468,183,100000,10.4344
data/glass_set,30,ILS-ES,1002,0.210918,0.155164,174,100000,10.3992
data/glass_set,30,ILS-ES,1003,0.207988,0.145506,195,100000,10.3813
data/glass_set,30,ILS-ES,1004,0.21037,0.153014,179,100000,10.3662
data/glass_set,30,ILS-ES,1005,0.20885,0.150854,181,100000,10.4438
data/glass_set,30,ILS-ES,1006,0.208591,0.149634,184,100000,10.3488
data/glass_set,30,ILS-ES,1007,0.202256,0.15259,155,100000,10.5032
data/glass_set,30,ILS-ES,1008,0.215498,0.162949,164,100000,10.5261
data/glass_set,30,ILS-ES,1009,0.209136,0.155625,167,100000,10.3446
data/glass_set,30,GRASP,1000,0.160841,0.124313,114,100000,10.4414
data/glass_set,30,GRASP,1001,0.160351,0.128308,100,100000,10.4235
data/glass_set,30,GRASP,1002,0.159106,0.124821,107,100000,10.4636
data/glass_set,30,GRASP,1003,0.159577,0.122408,116,100000,10.514
data/glass_set,30,GRASP,1004,0.160493,0.122362,119,100000,10.4603
data/glass_set,30,GRASP,1005,0.161733,0.129691,100,100000,10.4152
data/glass_set,30,GRASP,1006,0.161034,0.129312,99,100000,10.4802
data/glass_set,30,GRASP,1007,0.164939,0.125206,124,100000,10.6013
data/glass_set,30,GRASP,1008,0.163125,0.125635,117,100000,10.5248
data/glass_set,30,GRASP,1009,0.165754,0.133711,100,100000,10.4244
data/zoo_set,15,RandomSearch,1000,1.50976,1.23799,49,100000,1.3592
data/zoo_set,15,RandomSearch,1001,1.521,1.31579,37,100000,1.32398
data/zoo_set,15,RandomSearch,1002,1.53612,1.28099,46,100000,1.3274
data/zoo_set,15,RandomSearch,1003,1.49478,1.27848,39,100000,1.3247
data/zoo_set,15,RandomSearch,1004,1.51789,1.38478,24,100000,1.32531
data/zoo_set,15,RandomSearch,1005,1.50098,1.30131,36,100000,1.32885
data/zoo_set,15,RandomSearch,1006,1.52906,1.31276,39,100000,1.32507
data/zoo_set,15,RandomSearch,1007,1.50427,1.3046,36,100000,1.32799
data/zoo_set,15,RandomSearch,1008,1.51994,1.29255,41,100000,1.34915
data/zoo_set,15,RandomSearch,1009,1.47696,1.32721,27,100000,1.34624
data/zoo_set,15,GreedySearch,1000,0.809699,0.809699,0,1,0.00109997
data/zoo_set,15,GreedySearch,1001,0.94535,0.94535,0,1,0.00135377
data/zoo_set,15,GreedySearch,1002,0.911843,0.911843,0,1,0.00132787
data/zoo_set,15,GreedySearch,1003,0.917857,0.917857,0,1,0.00106094
data/zoo_set,15,GreedySearch,1004,0.957729,0.957729,0,1,0.00133485
data/zoo_set,15,GreedySearch,1005,0.903512,0.903512,0,1,0.00106414
data/zoo_set,15,GreedySearch,1006,0.936077,0.936077,0,1,0.00132219
data/zoo_set,15,GreedySearch,1007,0.815839,0.815839,0,1,0.00246405
data/zoo_set,15,GreedySearch,1008,0.867271,0.867271,0,1,0.00106608
data/zoo_set,15,GreedySearch,1009,0.868103,0.868103,0,1,0.000792037
data/zoo_set,15,LocalSearch,1000,0.60584,0.600294,1,11473,0.0977833
data/zoo_set,15,LocalSearch,1001,0.525372,0.508733,3,11793,0.0988044
data/zoo_set,15,LocalSearch,1002,0.517034,0.494849,4,18950,0.15763
data/zoo_set,15,LocalSearch,1003,0.451653,0.335181,21,20256,0.169419
data/zoo_set,15,LocalSearch,1004,0.544262,0.538716,1,12493,0.105034
data/zoo_set,15,LocalSearch,1005,0.523924,0.462915,11,19672,0.16204
data/zoo_set,15,LocalSearch,1006,0.524,0.485176,7,12055,0.101287
data/zoo_set,15,LocalSearch,1007,0.562223,0.534492,5,14176,0.117986
data/zoo_set,15,LocalSearch,1008,0.559055,0.53687,4,7179,0.0618845
data/zoo_set,15,LocalSearch,1009,0.511169,0.477891,6,11472,0.0972534
data/zoo_set,15,AM-Best,1000,0.488793,0.455516,6,100000,0.821012
data/zoo_set,15,AM-Best,1001,0.509411,0.487226,4,100000,0.831145
data/zoo_set,15,AM-Best,1002,0.536694,0.525602,2,100000,0.850921
data/zoo_set,15,AM-Best,1003,0.550171,0.500254,9,100000,0.839241
data/zoo_set,15,AM-Best,1004,0.478698,0.44542,6,100000,0.82701
data/zoo_set,15,AM-Best,1005,0.541601,0.524962,3,100000,0.838927
data/zoo_set,15,AM-Best,1006,0.505791,0.461421,8,100000,0.83303
data/zoo_set,15,AM-Best,1007,0.51317,0.507624,1,100000,0.841372
data/zoo_set,15,AM-Best,1008,0.493508,0.487962,1,100000,0.847326
data/zoo_set,15,AM-Best,1009,0.476084,0.448353,5,100000,0.842621
data/zoo_set,15,SimulatedAnnealing,1000,0.44153,0.430437,2,100000,0.832891
data/zoo_set,15,SimulatedAnnealing,1001,0.456869,0.429138,5,100000,0.837964
data/zoo_set,15,SimulatedAnnealing,1002,0.440836,0.418651,4,100000,0.826248
data/zoo_set,15,SimulatedAnnealing,1003,0.478787,0.434417,8,100000,0.834351
data/zoo_set,15,SimulatedAnnealing,1004,0.45698,0.429248,5,100000,0.828085
data/zoo_set,15,SimulatedAnnealing,1005,0.487098,0.476005,2,100000,0.83262
data/zoo_set,15,SimulatedAnnealing,1006,0.426662,0.393385,6,100000,0.837481
data/zoo_set,15,SimulatedAnnealing,1007,0.445164,0.417433,5,100000,0.827452
data/zoo_set,15,SimulatedAnnealing,1008,0.451639,0.418361,6,100000,0.847724
data/zoo_set,15,SimulatedAnnealing,1009,0.444926,0.406102,7,100000,0.817731
data/zoo_set,15,SimulatedAnnealingFast,1000,0.495279,0.489733,1,100000,0.149355
data/zoo_set,15,SimulatedAnnealingFast,1001,0.511022,0.505476,1,100000,0.143448
data/zoo_set,15,SimulatedAnnealingFast,1002,0.514338,0.514338,0,100000,0.14431
data/zoo_set,15,SimulatedAnnealingFast,1003,0.494416,0.48887,1,100000,0.141804
data/zoo_set,15,SimulatedAnnealingFast,1004,0.480932,0.475385,1,100000,0.143579
data/zoo_set,15,SimulatedAnnealingFast,1005,0.480096,0.480096,0,100000,0.146624
data/zoo_set,15,SimulatedAnnealingFast,1006,0.533917,0.533917,0,100000,0.144299
data/zoo_set,15,SimulatedAnnealingFast,1007,0.491302,0.491302,0,100000,0.143136
data/zoo_set,15,SimulatedAnnealingFast,1008,0.501653,0.496107,1,100000,0.143789
data/zoo_set,15,SimulatedAnnealingFast,1009,0.519669,0.519669,0,100000,0.138143
data/zoo_set,15,BMB,1000,0.507577,0.468753,7,58158,0.495513
data/zoo_set,15,BMB,1001,0.500189,0.466912,6,65229,0.554455
data/zoo_set,15,BMB,1002,0.499706,0.471975,5,63210,0.537812
data/zoo_set,15,BMB,1003,0.451653,0.335181,21,66059,0.565027
data/zoo_set,15,BMB,1004,0.500624,0.456254,8,71308,0.609657
data/zoo_set,15,BMB,1005,0.465283,0.415366,9,79655,0.672965
data/zoo_set,15,BMB,1006,0.468304,0.418387,9,61190,0.525395
data/zoo_set,15,BMB,1007,0.467313,0.434036,6,62770,0.534391
data/zoo_set,15,BMB,1008,0.496035,0.468303,5,52980,0.455063
data/zoo_set,15,BMB,1009,0.501758,0.42411,14,57917,0.501839
data/zoo_set,15,ILS,1000,0.529881,0.50215,5,45639,0.389554
data/zoo_set,15,ILS,1001,0.506342,0.47861,5,44669,0.376383
data/zoo_set,15,ILS,1002,0.455028,0.410658,8,64737,0.543029
data/zoo_set,15,ILS,1003,0.451653,0.335181,21,63495,0.534121
data/zoo_set,15,ILS,1004,0.509242,0.487056,4,50043,0.437407
data/zoo_set,15,ILS,1005,0.485145,0.468506,3,55915,0.482058
data/zoo_set,15,ILS,1006,0.477678,0.438854,7,56876,0.496096
data/zoo_set,15,ILS,1007,0.490053,0.473414,3,51874,0.449424
data/zoo_set,15,ILS,1008,0.488558,0.455281,6,50704,0.439177
data/zoo_set,15,ILS,1009,0.482865,0.432948,9,49934,0.435159
data/zoo_set,15,ILS-ES,1000,0.46216,0.423336,7,100000,0.839373
data/zoo_set,15,ILS-ES,1001,0.448676,0.404305,8,100000,0.837897
data/zoo_set,15,ILS-ES,1002,0.459786,0.398777,11,100000,0.836526
data/zoo_set,15,ILS-ES,1003,0.494831,0.483738,2,100000,0.831156
data/zoo_set,15,ILS-ES,1004,0.470787,0.431963,7,100000,0.830454
data/zoo_set,15,ILS-ES,1005,0.473961,0.390767,15,100000,0.841434
data/zoo_set,15,ILS-ES,1006,0.481544,0.420535,11,100000,0.846887
data/zoo_set,15,ILS-ES,1007,0.480192,0.435821,8,100000,0.840473
data/zoo_set,15,ILS-ES,1008,0.431546,0.392722,7,100000,0.831844
data/zoo_set,15,ILS-ES,1009,0.469706,0.425336,8,100000,0.820605
data/zoo_set,15,GRASP,1000,0.462172,0.43444,5,57481,0.483293
data/zoo_set,15,GRASP,1001,0.495827,0.490281,1,57342,0.484823
data/zoo_set,15,GRASP,1002,0.49968,0.471949,5,54112,0.46246
data/zoo_set,15,GRASP,1003,0.454012,0.426281,5,57308,0.485463
data/zoo_set,15,GRASP,1004,0.507022,0.468198,7,59560,0.501905
data/zoo_set,15,GRASP,1005,0.49403,0.471845,4,59581,0.50154
data/zoo_set,15,GRASP,1006,0.463199,0.429922,6,63307,0.532912
data/zoo_set,15,GRASP,1007,0.452891,0.397428,10,56352,0.475511
data/zoo_set,15,GRASP,1008,0.502965,0.491873,2,51409,0.433094
data/zoo_set,15,GRASP,1009,0.508757,0.47548,6,57630,0.485231
data/zoo_set,30,RandomSearch,1000,1.06759,0.961927,41,100000,1.83356
data/zoo_set,30,RandomSearch,1001,1.05642,0.924985,51,100000,1.80572
data/zoo_set,30,RandomSearch,1002,1.05076,0.911592,54,100000,1.80471
data/zoo_set,30,RandomSearch,1003,0.995391,0.889728,41,100000,1.83128
data/zoo_set,30,RandomSearch,1004,1.0655,0.959842,41,100000,1.80432
data/zoo_set,30,RandomSearch,1005,1.06758,0.912953,60,100000,1.83104
data/zoo_set,30,RandomSearch,1006,1.0816,0.952739,50,100000,1.80477
data/zoo_set,30,RandomSearch,1007,1.05151,0.902033,58,100000,1.80725
data/zoo_set,30,RandomSearch,1008,1.0782,0.949346,50,100000,1.8042
data/zoo_set,30,RandomSearch,1009,1.07424,0.963424,43,100000,1.80713
data/zoo_set,30,GreedySearch,1000,0.596814,0.596814,0,1,0.00187783
data/zoo_set,30,GreedySearch,1001,0.6485,0.6485,0,1,0.00141859
data/zoo_set,30,GreedySearch,1002,0.645759,0.645759,0,1,0.00228988
data/zoo_set,30,GreedySearch,1003,0.596098,0.596098,0,1,0.00187046
data/zoo_set,30,GreedySearch,1004,0.554965,0.554965,0,1,0.00323152
data/zoo_set,30,GreedySearch,1005,0.58168,0.58168,0,1,0.00231473
data/zoo_set,30,GreedySearch,1006,0.638334,0.638334,0,1,0.00139373
data/zoo_set,30,GreedySearch,1007,0.56696,0.56696,0,1,0.00243429
data/zoo_set,30,GreedySearch,1008,0.580362,0.580362,0,1,0.00236143
data/zoo_set,30,GreedySearch,1009,0.581656,0.581656,0,1,0.00228431
data/zoo_set,30,LocalSearch,1000,0.311611,0.270377,16,20371,0.207725
data/zoo_set,30,LocalSearch,1001,0.272572,0.228761,17,27398,0.276622
data/zoo_set,30,LocalSearch,1002,0.300338,0.225601,29,16663,0.17272
data/zoo_set,30,LocalSearch,1003,0.290165,0.236045,21,22815,0.23272
data/zoo_set,30,LocalSearch,1004,0.267778,0.221389,18,21581,0.227311
data/zoo_set,30,LocalSearch,1005,0.308644,0.277718,12,22628,0.23119
data/zoo_set,30,LocalSearch,1006,0.294079,0.242536,20,21957,0.22334
data/zoo_set,30,LocalSearch,1007,0.276593,0.232782,17,25336,0.26445
data/zoo_set,30,LocalSearch,1008,0.291749,0.250515,16,25340,0.278747
data/zoo_set,30,LocalSearch,1009,0.279891,0.256697,9,29165,0.316879
data/zoo_set,30,AM-Best,1000,0.301571,0.25776,17,100000,1.05042
data/zoo_set,30,AM-Best,1001,0.277976,0.22901,19,100000,1.10982
data/zoo_set,30,AM-Best,1002,0.306641,0.270561,14,100000,1.10791
data/zoo_set,30,AM-Best,1003,0.273557,0.229745,17,100000,1.09889
data/zoo_set,30,AM-Best,1004,0.321732,0.283075,15,100000,1.0556
data/zoo_set,30,AM-Best,1005,0.31227,0.260728,20,100000,1.1013
data/zoo_set,30,AM-Best,1006,0.299309,0.24519,21,100000,1.10464
data/zoo_set,30,AM-Best,1007,0.297441,0.240744,22,100000,1.11085
data/zoo_set,30,AM-Best,1008,0.280955,0.211372,27,100000,1.10924
data/zoo_set,30,AM-Best,1009,0.268084,0.224273,17,100000,1.1057
data/zoo_set,30,SimulatedAnnealing,1000,0.276761,0.235527,16,100000,1.07861
data/zoo_set,30,SimulatedAnnealing,1001,0.273361,0.208933,25,100000,1.07882
data/zoo_set,30,SimulatedAnnealing,1002,0.282579,0.254231,11,100000,1.06311
data/zoo_set,30,SimulatedAnnealing,1003,0.244797,0.200985,17,100000,0.992338
data/zoo_set,30,SimulatedAnnealing,1004,0.282022,0.215017,26,100000,0.997441
data/zoo_set,30,SimulatedAnnealing,1005,0.284977,0.22828,22,100000,1.07416
data/zoo_set,30,SimulatedAnnealing,1006,0.279197,0.230232,19,100000,1.07439
data/zoo_set,30,SimulatedAnnealing,1007,0.261192,0.212227,19,100000,1.02375
data/zoo_set,30,SimulatedAnnealing,1008,0.280152,0.233764,18,100000,1.01697
data/zoo_set,30,SimulatedAnnealing,1009,0.263184,0.211641,20,100000,1.00484
data/zoo_set,30,SimulatedAnnealingFast,1000,0.309198,0.29889,4,100000,0.204419
data/zoo_set,30,SimulatedAnnealingFast,1001,0.309927,0.304772,2,97770,0.197187
data/zoo_set,30,SimulatedAnnealingFast,1002,0.2647,0.254392,4,100000,0.206806
data/zoo_set,30,SimulatedAnnealingFast,1003,0.312093,0.304362,3,100000,0.203935
data/zoo_set,30,SimulatedAnnealingFast,1004,0.33592,0.325611,4,99119,0.200369
data/zoo_set,30,SimulatedAnnealingFast,1005,0.311592,0.293552,7,100000,0.210408
data/zoo_set,30,SimulatedAnnealingFast,1006,0.275406,0.26252,5,100000,0.196929
data/zoo_set,30,SimulatedAnnealingFast,1007,0.315728,0.310573,2,100000,0.206367
data/zoo_set,30,SimulatedAnnealingFast,1008,0.29317,0.277707,6,100000,0.200109
data/zoo_set,30,SimulatedAnnealingFast,1009,0.297223,0.274029,9,100000,0.209627
data/zoo_set,30,BMB,1000,0.294938,0.245972,19,89382,0.928782
data/zoo_set,30,BMB,1001,0.278327,0.231938,18,97833,1.01652
data/zoo_set,30,BMB,1002,0.287084,0.230387,22,83436,0.8706
data/zoo_set,30,BMB,1003,0.288806,0.234686,21,86842,0.901681
data/zoo_set,30,BMB,1004,0.267778,0.221389,18,98714,1.0195
data/zoo_set,30,BMB,1005,0.279563,0.225443,21,84265,0.899462
data/zoo_set,30,BMB,1006,0.28012,0.215692,25,88582,0.943537
data/zoo_set,30,BMB,1007,0.270814,0.21154,23,97173,1.03892
data/zoo_set,30,BMB,1008,0.276695,0.217421,23,95026,0.99601
data/zoo_set,30,BMB,1009,0.284076,0.253151,12,95979,0.99298
data/zoo_set,30,ILS,1000,0.295353,0.267005,11,78898,0.820518
data/zoo_set,30,ILS,1001,0.26786,0.234357,13,63077,0.699082
data/zoo_set,30,ILS,1002,0.290219,0.256716,13,51248,0.569558
data/zoo_set,30,ILS,1003,0.277845,0.244342,13,90692,0.999432
data/zoo_set,30,ILS,1004,0.267778,0.221389,18,51107,0.565812
data/zoo_set,30,ILS,1005,0.287573,0.238607,19,50528,0.56222
data/zoo_set,30,ILS,1006,0.287445,0.238479,19,65041,0.670711
data/zoo_set,30,ILS,1007,0.270091,0.239166,12,74382,0.759162
data/zoo_set,30,ILS,1008,0.279458,0.23307,18,71409,0.735146
data/zoo_set,30,ILS,1009,0.270908,0.24256,11,47621,0.531016
data/zoo_set,30,ILS-ES,1000,0.287519,0.246285,16,100000,0.996658
data/zoo_set,30,ILS-ES,1001,0.290442,0.259516,12,100000,1.06152
data/zoo_set,30,ILS-ES,1002,0.28295,0.233984,19,100000,0.997652
data/zoo_set,30,ILS-ES,1003,0.266327,0.217362,19,100000,0.996851
data/zoo_set,30,ILS-ES,1004,0.273847,0.219727,21,100000,0.993707
data/zoo_set,30,ILS-ES,1005,0.288924,0.232227,22,100000,1.0292
data/zoo_set,30,ILS-ES,1006,0.302744,0.238315,25,100000,1.00171
data/zoo_set,30,ILS-ES,1007,0.289148,0.23245,22,100000,0.999607
data/zoo_set,30,ILS-ES,1008,0.291608,0.255528,14,100000,1.01458
data/zoo_set,30,ILS-ES,1009,0.28198,0.22786,21,100000,1.05587
data/zoo_set,30,GRASP,1000,0.265945,0.227288,15,95209,1.06194
data/zoo_set,30,GRASP,1001,0.271386,0.204381,26,92807,1.03411
data/zoo_set,30,GRASP,1002,0.277311,0.238653,15,93808,1.04653
data/zoo_set,30,GRASP,1003,0.274469,0.202309,28,86826,0.971646
data/zoo_set,30,GRASP,1004,0.25627,0.225345,12,88107,0.913293
data/zoo_set,30,GRASP,1005,0.269614,0.220648,19,89567,0.920306
data/zoo_set,30,GRASP,1006,0.269455,0.207604,24,87743,0.898254
data/zoo_set,30,GRASP,1007,0.257788,0.216553,16,100000,1.04547
data/zoo_set,30,GRASP,1008,0.276705,0.243203,13,82639,0.892131
data/zoo_set,30,GRASP,1009,0.278821,0.240164,15,91355,1.00455
